fault_rate,num_rows,injection_rate,system.ruby.network.average_flit_latency,system.ruby.network.average_packet_latency,system.ruby.network.flits_received::total,system.ruby.network.packets_received::total
0.01,4,0.24,8821.428571,8941.831683,560.0,404.0
0.01,4,0.24,8594.567404,8940.25974,497.0,385.0
0.01,4,0.24,10241.778774,9502.754821,1338.0,726.0
0.01,4,0.24,9618.504436,9099.597586,789.0,497.0
0.01,4,0.24,9772.767857,9143.518519,1120.0,648.0
0.01,4,0.25,9208.268331,9080.41958,641.0,429.0
0.01,4,0.25,8826.763485,8855.029586,482.0,338.0
0.01,4,0.25,8857.589984,9090.526316,639.0,475.0
0.01,4,0.25,10261.585366,9237.149533,1640.0,856.0
0.01,4,0.25,8497.987928,8994.962217,497.0,397.0
0.01,4,0.26,10190.15748,9368.309859,1270.0,710.0
0.01,4,0.26,10195.982958,9218.277066,1643.0,859.0
0.01,4,0.26,9644.599303,9162.570888,861.0,529.0
0.01,4,0.26,9031.879195,8934.466019,596.0,412.0
0.01,4,0.26,9253.138075,9064.989518,717.0,477.0
0.01,4,0.27,9504.283966,9170.212766,817.0,517.0
0.01,4,0.27,9495.376486,9279.727096,757.0,513.0
0.01,4,0.27,8589.97955,9025.706941,489.0,389.0
0.01,4,0.27,9279.503106,9190.366972,644.0,436.0
0.01,4,0.27,9835.92233,9233.49835,1030.0,606.0
0.01,4,0.28,9003.930818,9153.26087,636.0,460.0
0.01,4,0.28,9216.09538,9306.593407,671.0,455.0
0.01,4,0.28,10079.527559,9216.85879,1270.0,694.0
0.01,4,0.28,10418.283363,9368.331442,1701.0,881.0
0.01,4,0.28,9177.204659,8990.024938,601.0,401.0
0.01,4,0.29,9104.85133,9009.195402,639.0,435.0
0.01,4,0.29,8400.419287,8896.103896,477.0,385.0
0.01,4,0.29,8969.453376,8776.744186,622.0,430.0
0.01,4,0.29,9533.290653,9211.656442,781.0,489.0
0.01,4,0.29,10532.198953,9382.016632,1910.0,962.0
0.01,4,0.3,8783.417936,8765.508685,591.0,403.0
0.01,4,0.3,9851.37457,9109.848485,1164.0,660.0
0.01,4,0.3,8912.173913,9068.55792,575.0,423.0
0.01,4,0.3,9873.364126,9140.472879,1299.0,719.0
0.01,4,0.3,10337.601078,9328.125,1484.0,800.0
0.01,8,0.02,20562.378168,22842.615012,2565.0,2065.0
0.01,8,0.02,20850.149637,22807.437596,2339.0,1963.0
0.01,8,0.02,22310.663765,23299.246813,1838.0,1726.0
