fault_rate,num_rows,num_cols,injection_rate,system.ruby.network.average_flit_latency,system.ruby.network.average_packet_latency,system.ruby.network.flits_received::total,system.ruby.network.packets_received::total
0.03,4,4,0.04,9966.032609,9435.917722,1104.0,632.0
0.03,4,4,0.04,10005.644403,9428.917609,1063.0,619.0
0.03,4,4,0.04,9782.485876,9331.538462,1062.0,650.0
0.03,4,4,0.04,9953.169347,9324.05892,1057.0,611.0
0.03,4,4,0.04,9819.664492,9211.356467,1073.0,634.0
0.03,4,4,0.04,10045.120672,9525.846702,953.0,561.0
0.03,4,4,0.04,9916.591928,9331.496063,1115.0,635.0
0.03,4,4,0.04,9960.831721,9434.126984,1034.0,630.0
0.03,4,4,0.06,9937.200384,9359.143328,1043.0,607.0
0.03,4,4,0.06,10067.811935,9435.229068,1106.0,633.0
0.03,4,4,0.06,9855.665468,9304.245283,1112.0,636.0
0.03,4,4,0.06,10100.189934,9582.914573,1053.0,597.0
0.03,4,4,0.06,9900.194742,9416.524702,1027.0,587.0
0.03,4,4,0.06,9730.414747,9191.107644,1085.0,641.0
0.03,4,4,0.06,10159.644195,9440.359477,1068.0,612.0
0.03,4,4,0.06,9905.775076,9475.652174,987.0,575.0
0.03,4,4,0.06,10021.901212,9403.56564,1073.0,617.0
0.03,4,4,0.06,9860.110803,9246.341463,1083.0,615.0
0.03,4,4,0.08,8865.137615,9213.95881,545.0,437.0
0.03,4,4,0.08,10107.744108,9365.909091,1188.0,660.0
0.03,4,4,0.08,9580.481622,9368.421053,789.0,513.0
0.03,4,4,0.08,9939.795047,9309.923664,1171.0,655.0
0.03,4,4,0.08,9937.741313,9487.5,1036.0,600.0
0.03,4,4,0.08,8613.553114,8919.154229,546.0,402.0
0.03,4,4,0.08,10254.460822,9370.990237,1289.0,717.0
0.03,4,4,0.08,9993.734336,9405.465288,1197.0,677.0
0.03,4,4,0.08,9873.835732,9245.142003,1181.0,669.0
0.03,4,4,0.08,9786.936937,9204.545455,1110.0,638.0
0.03,4,4,0.1,10022.509579,9492.398649,1044.0,592.0
0.03,4,4,0.1,9936.535163,9339.366516,1166.0,663.0
0.03,4,4,0.1,10046.957175,9187.415426,1331.0,739.0
0.03,4,4,0.1,9654.302671,9490.0,674.0,450.0
0.03,4,4,0.1,10052.109181,9404.761905,1209.0,693.0
0.03,4,4,0.1,9291.784703,9028.571429,706.0,490.0
0.03,4,4,0.1,8877.159309,9171.149144,521.0,409.0
0.03,4,4,0.1,10244.271686,9622.38806,1222.0,670.0
0.03,4,4,0.1,9865.808824,9280.46875,1088.0,640.0
0.03,4,4,0.1,9995.704467,9418.413174,1164.0,668.0
0.03,4,4,0.12,9993.517718,9339.421613,1157.0,657.0
0.03,4,4,0.12,8565.270936,8940.993789,406.0,322.0
0.03,4,4,0.12,10088.235294,9309.341501,1173.0,653.0
0.03,4,4,0.12,10070.924765,9240.870787,1276.0,712.0
0.03,4,4,0.12,10240.940632,9393.511989,1297.0,709.0
0.03,4,4,0.12,10238.351254,9418.573351,1395.0,743.0
0.03,4,4,0.12,10036.7713,9404.912837,1115.0,631.0
0.03,4,4,0.12,10210.919089,9579.365079,1273.0,693.0
0.03,4,4,0.12,10170.741325,9368.758916,1268.0,701.0
0.03,4,4,0.12,10107.772436,9419.744318,1248.0,704.0
0.03,4,4,0.14,10112.711023,9374.787053,1007.0,587.0
0.03,4,4,0.14,9999.560246,9216.820988,1137.0,648.0
0.03,4,4,0.14,10016.129032,9392.173913,1023.0,575.0
0.03,4,4,0.14,10183.607731,9396.688742,1397.0,755.0
0.03,4,4,0.14,10066.409597,9368.584759,1167.0,643.0
0.03,4,4,0.14,10028.912876,9204.768583,1297.0,713.0
0.03,4,4,0.14,8426.208651,8988.958991,393.0,317.0
0.03,4,4,0.14,10317.784257,9419.594595,1372.0,740.0
0.03,4,4,0.14,9086.419753,9182.033097,567.0,423.0
0.03,4,4,0.14,9194.31988,9331.288344,669.0,489.0
0.03,4,4,0.16,9504.576659,9008.490566,874.0,530.0
0.03,4,4,0.16,10176.771366,9378.52349,1369.0,745.0
0.03,4,4,0.16,8815.196998,9241.092637,533.0,421.0
0.03,4,4,0.16,10277.819549,9468.66485,1330.0,734.0
0.03,4,4,0.16,10053.435115,9444.078947,1048.0,608.0
0.03,4,4,0.16,10272.486772,9510.204082,1323.0,735.0
0.03,4,4,0.16,10261.924342,9523.426061,1216.0,683.0
0.03,4,4,0.16,10354.372624,9536.363636,1315.0,715.0
0.03,4,4,0.16,8744.701349,9177.615572,519.0,411.0
0.03,4,4,0.16,10436.191099,9422.885572,1528.0,804.0
0.03,4,4,0.18,10024.71637,9339.650146,1234.0,686.0
0.03,4,4,0.18,10414.825374,9515.810277,1403.0,759.0
0.03,4,4,0.18,9596.491228,9224.509804,798.0,510.0
0.03,4,4,0.18,10010.676157,9262.951334,1124.0,637.0
0.03,4,4,0.18,10196.808511,9352.054795,1316.0,730.0
0.03,4,4,0.18,10113.767519,9330.147059,1213.0,680.0
0.03,4,4,0.18,8862.745098,9206.349206,561.0,441.0
0.03,4,4,0.18,10086.038961,9562.062937,924.0,572.0
0.03,4,4,0.18,10115.085537,9278.242678,1286.0,717.0
0.03,4,4,0.18,8681.214421,9020.681265,527.0,411.0
0.03,4,4,0.2,10320.696721,9315.954774,1464.0,796.0
0.03,4,4,0.2,9870.32967,9399.090909,910.0,550.0
0.03,4,4,0.2,10097.397145,9326.546003,1191.0,663.0
0.03,4,4,0.2,9879.740981,9226.059655,1081.0,637.0
0.03,4,4,0.2,9243.105951,9187.631027,689.0,477.0
0.03,4,4,0.2,10125.0,9433.333333,1040.0,600.0
0.03,4,4,0.2,9995.579134,9319.083969,1131.0,655.0
0.03,4,4,0.2,8954.545455,9078.40617,561.0,389.0
0.03,4,4,0.2,9680.357143,9011.538462,840.0,520.0
0.03,4,4,0.2,9322.378717,9287.356322,639.0,435.0
0.03,4,4,0.22,10151.818857,9378.303199,1347.0,719.0
0.03,4,4,0.22,9432.089552,9481.914894,670.0,470.0
0.03,4,4,0.22,10584.730539,9590.449438,1670.0,890.0
0.03,4,4,0.22,9100.977199,9197.004608,614.0,434.0
0.03,4,4,0.22,9443.768997,9223.9819,658.0,442.0
0.03,4,4,0.22,9227.953411,9101.542416,601.0,389.0
0.03,4,4,0.22,10064.487633,9337.191358,1132.0,648.0
0.03,4,4,0.22,8671.314741,9181.59204,502.0,402.0
0.03,4,4,0.22,10242.545455,9408.788282,1375.0,751.0
0.03,4,4,0.22,8627.218935,9148.648649,507.0,407.0
0.03,4,4,0.24,9372.775801,9284.615385,562.0,390.0
0.03,4,4,0.24,8669.2607,9041.871921,514.0,406.0
0.03,4,4,0.24,9398.161245,9194.384449,707.0,463.0
0.03,4,4,0.24,9204.623288,9182.598039,584.0,408.0
0.03,4,4,0.24,9439.346812,9281.318681,643.0,455.0
0.03,4,4,0.24,8728.952772,9130.91922,487.0,359.0
0.03,4,4,0.24,9178.410795,9273.930754,667.0,491.0
0.03,4,4,0.24,10170.685757,9330.33241,1327.0,722.0
0.03,4,4,0.24,9203.577513,9189.223058,587.0,399.0
0.03,4,4,0.24,9484.869326,9285.714286,727.0,483.0
0.03,4,4,0.26,10285.523979,9707.430341,1126.0,646.0
0.03,4,4,0.26,9570.725707,9270.633397,813.0,521.0
0.03,4,4,0.26,8934.137291,9205.955335,539.0,403.0
0.03,4,4,0.26,8750.0,9205.681818,548.0,440.0
0.03,4,4,0.26,10279.500756,9457.520891,1322.0,718.0
0.03,4,4,0.26,9129.83871,9247.787611,620.0,452.0
0.03,4,4,0.26,8585.062241,9092.245989,482.0,374.0
0.03,4,4,0.26,9105.078809,9209.638554,571.0,415.0
0.03,4,4,0.26,9195.652174,8980.555556,552.0,360.0
0.03,4,4,0.26,8956.273764,9160.25641,526.0,390.0
0.03,4,4,0.28,8826.388889,9032.303371,504.0,356.0
0.03,4,4,0.28,9216.541353,9081.632653,665.0,441.0
0.03,4,4,0.28,9961.500975,9347.540984,1026.0,610.0
0.03,4,4,0.28,9237.980769,9294.642857,624.0,448.0
0.03,4,4,0.28,8956.740443,9241.286863,497.0,373.0
0.03,4,4,0.28,9697.461213,9400.0,709.0,465.0
0.03,4,4,0.28,10361.709067,9494.464945,1533.0,813.0
0.03,4,4,0.28,9639.791183,9147.683398,862.0,518.0
0.03,4,4,0.28,8648.106904,9060.906516,449.0,353.0
0.03,4,4,0.28,10954.253612,9672.631579,1869.0,950.0
0.03,4,4,0.3,9585.443038,9234.313725,790.0,510.0
0.03,4,4,0.3,9387.142857,9213.495575,700.0,452.0
0.03,4,4,0.3,9490.552326,9147.727273,688.0,440.0
0.03,4,4,0.3,9689.732143,9222.426471,896.0,544.0
0.03,4,4,0.3,9616.373478,9267.515924,739.0,471.0
0.03,4,4,0.3,10579.988852,9512.419006,1794.0,926.0
0.03,4,4,0.3,10491.350906,9570.058997,1214.0,678.0
0.03,4,4,0.3,9605.063291,9352.941176,790.0,510.0
0.03,4,4,0.3,10367.52988,9510.598504,1506.0,802.0
0.03,4,4,0.3,10324.704142,9555.107527,1352.0,744.0
0.03,4,4,0.32,10195.521102,9547.473201,1161.0,653.0
0.03,4,4,0.32,8982.142857,9133.495146,560.0,412.0
0.03,4,4,0.32,10000.957854,9206.125828,1044.0,604.0
0.03,4,4,0.32,9704.638472,9292.811839,733.0,473.0
0.03,4,4,0.32,9938.95966,9334.805654,942.0,566.0
0.03,4,4,0.32,9388.443018,9432.27991,623.0,443.0
0.03,4,4,0.32,10351.674641,9304.2362,1463.0,779.0
0.03,4,4,0.32,10199.524941,9359.084406,1263.0,699.0
0.03,4,4,0.32,9707.54717,9184.40367,901.0,545.0
0.03,4,4,0.32,10354.860639,9473.818646,1471.0,783.0
0.03,4,4,0.34,9369.822485,9104.347826,676.0,460.0
0.03,4,4,0.34,8717.261905,9079.081633,504.0,392.0
0.03,4,4,0.34,9324.087591,9165.562914,685.0,453.0
0.03,4,4,0.34,10306.545153,9411.851852,1207.0,675.0
0.03,4,4,0.34,9091.783217,9247.619048,572.0,420.0
0.03,4,4,0.34,10470.965564,9566.280566,1481.0,777.0
0.03,4,4,0.34,9252.647504,9059.020045,661.0,449.0
0.03,4,4,0.34,9605.585831,9379.554656,734.0,494.0
0.03,4,4,0.34,10586.572438,9550.056883,1698.0,879.0
0.03,4,4,0.34,10159.035159,9398.69754,1223.0,691.0
0.03,4,4,0.36,10132.100992,9443.127962,1109.0,633.0
0.03,4,4,0.36,10471.81552,9489.100817,1366.0,734.0
0.03,4,4,0.36,9156.00624,9124.713959,641.0,437.0
0.03,4,4,0.36,8873.674912,9168.202765,566.0,434.0
0.03,4,4,0.36,9209.90566,9110.091743,636.0,436.0
0.03,4,4,0.36,9532.904149,9316.483516,699.0,455.0
0.03,4,4,0.36,10634.5831,9553.937433,1787.0,927.0
0.03,4,4,0.36,9593.83378,9155.579399,746.0,466.0
0.03,4,4,0.36,9451.977401,9299.395161,708.0,496.0
0.03,4,4,0.36,9014.900662,9246.621622,604.0,444.0
0.03,4,4,0.38,9386.363636,9185.747664,660.0,428.0
0.03,4,4,0.38,10301.24451,9442.779292,1366.0,734.0
0.03,4,4,0.38,8952.471483,9193.005181,526.0,386.0
0.03,4,4,0.38,9280.936455,9287.08134,598.0,418.0
0.03,4,4,0.38,9878.554502,9437.977099,844.0,524.0
0.03,4,4,0.38,9552.166934,9356.447689,623.0,411.0
0.03,4,4,0.38,9742.071882,9196.491228,946.0,570.0
0.03,4,4,0.38,8668.067227,9126.404494,476.0,356.0
0.03,4,4,0.38,9872.619048,9418.945312,840.0,512.0
0.03,4,4,0.38,9527.81457,9305.845511,755.0,479.0
0.03,4,4,0.4,10151.909017,9366.764275,1231.0,683.0
0.03,4,4,0.4,10550.097593,9480.958231,1537.0,814.0
0.03,4,4,0.4,9389.552239,9237.012987,670.0,462.0
0.03,4,4,0.4,9267.006803,9427.752294,588.0,436.0
0.03,4,4,0.4,9635.135135,9328.947368,666.0,418.0
0.03,4,4,0.4,10123.353819,9493.89313,1139.0,655.0
0.03,4,4,0.4,10177.355503,9323.076923,1263.0,715.0
0.03,4,4,0.4,9788.343558,9439.770554,815.0,523.0
0.03,4,4,0.4,9108.934169,9161.894273,638.0,454.0
0.03,4,4,0.4,9427.668539,9265.625,712.0,480.0
0.03,8,8,0.02,21533.568905,23323.772373,2547.0,2179.0
0.03,8,8,0.02,20703.277409,22645.940873,2563.0,2131.0
0.03,8,8,0.02,21789.97955,23622.090261,2445.0,2105.0
0.03,8,8,0.02,22177.970065,23896.216216,2138.0,1850.0
0.03,8,8,0.02,20811.955661,22784.341979,2526.0,2082.0
0.03,8,8,0.02,21674.357755,23670.441676,2102.0,1766.0
0.03,8,8,0.02,21348.281418,23424.124514,1862.0,1542.0
0.03,8,8,0.02,21216.622458,22750.76297,2262.0,1966.0
0.03,8,8,0.02,21832.895428,23314.87056,1903.0,1661.0
0.03,8,8,0.02,21881.938326,23419.939577,2270.0,1986.0
0.03,8,8,0.04,20797.883237,23088.222879,2929.0,2369.0
0.03,8,8,0.04,20783.45406,22716.71258,2623.0,2178.0
0.03,8,8,0.04,22591.97695,24675.935551,2256.0,1924.0
0.03,8,8,0.04,20796.579979,22897.797357,2807.0,2270.0
0.03,8,8,0.04,20275.789069,22207.049486,2598.0,2142.0
0.03,8,8,0.04,20321.205357,22089.01919,2240.0,1876.0
0.03,8,8,0.04,20876.108156,22697.916667,2256.0,1920.0
0.03,8,8,0.04,20843.228955,22791.727141,2459.0,2067.0
0.03,8,8,0.04,21720.467836,23682.854537,2565.0,2193.0
0.03,8,8,0.04,21213.856628,23301.052128,2497.0,2091.0
0.03,8,8,0.06,19765.134274,21702.73285,2197.0,1793.0
0.03,8,8,0.06,20599.658703,23189.640035,2930.0,2278.0
0.03,8,8,0.06,20577.878104,22920.892019,2658.0,2130.0
0.03,8,8,0.06,21343.373494,23624.385447,2490.0,2034.0
0.03,8,8,0.06,22055.051546,23852.10601,2425.0,2113.0
0.03,8,8,0.06,23336.210919,24356.714928,2143.0,2003.0
0.03,8,8,0.06,20612.41551,22863.936592,2811.0,2271.0
0.03,8,8,0.06,23314.285714,24493.446204,1995.0,1831.0
0.03,8,8,0.06,19180.936073,21377.680312,2628.0,2052.0
0.03,8,8,0.06,20939.445069,23312.991216,2667.0,2163.0
0.03,8,8,0.08,20061.209964,22510.349586,2810.0,2174.0
0.03,8,8,0.08,22320.879514,24713.385485,2797.0,2301.0
0.03,8,8,0.08,21468.672199,23708.958959,2410.0,1998.0
0.03,8,8,0.08,21561.797753,23849.101027,2848.0,2336.0
0.03,8,8,0.08,20294.227504,22779.44372,2945.0,2301.0
0.03,8,8,0.08,20881.997584,23079.473428,2483.0,2051.0
0.03,8,8,0.08,20649.376833,22990.92559,2728.0,2204.0
0.03,8,8,0.08,15641.350965,17042.772187,2798.0,2186.0
0.03,8,8,0.08,20826.909091,23216.124661,2750.0,2214.0
0.03,8,8,0.08,21541.329357,23458.39599,2347.0,1995.0
0.03,8,8,0.1,22789.966694,24640.939597,2402.0,2086.0
0.03,8,8,0.1,19929.859063,22429.484448,3051.0,2347.0
0.03,8,8,0.1,21101.217039,23213.488598,2465.0,2061.0
0.03,8,8,0.1,21959.79021,24409.330144,2574.0,2090.0
0.03,8,8,0.1,20556.286267,22824.369348,2585.0,2101.0
0.03,8,8,0.1,21632.142857,23842.045455,2660.0,2200.0
0.03,8,8,0.1,20404.668626,22894.682177,3063.0,2407.0
0.03,8,8,0.1,22360.30291,24598.588235,2509.0,2125.0
0.03,8,8,0.1,20578.070175,23080.285459,2850.0,2242.0
0.03,8,8,0.1,22655.623365,24515.075377,2294.0,1990.0
0.03,8,8,0.12,19672.579453,22290.521327,2706.0,2110.0
0.03,8,8,0.12,19020.769015,21750.29217,3563.0,2567.0
0.03,8,8,0.12,21631.690412,23872.764787,2597.0,2181.0
0.03,8,8,0.12,21566.530612,23769.305963,2450.0,2046.0
0.03,8,8,0.12,18483.725976,21260.462075,3226.0,2294.0
0.03,8,8,0.12,23053.305785,24610.779817,2420.0,2180.0
0.03,8,8,0.12,22890.084191,24466.062176,2138.0,1930.0
0.03,8,8,0.12,20469.93362,22867.22195,2561.0,2041.0
0.03,8,8,0.12,19178.287884,21982.614743,2897.0,2157.0
0.03,8,8,0.12,22987.062102,25173.274254,2512.0,2144.0
0.03,8,8,0.14,21069.120287,23585.829236,2785.0,2237.0
0.03,8,8,0.14,22171.614935,24137.571652,2223.0,1919.0
0.03,8,8,0.14,20396.949153,22972.632493,2950.0,2302.0
0.03,8,8,0.14,21887.140637,23753.369272,2574.0,2226.0
0.03,8,8,0.14,21603.955007,24621.735075,2756.0,2144.0
0.03,8,8,0.14,21490.794016,23541.762276,2607.0,2179.0
0.03,8,8,0.14,20137.205082,22613.037448,2755.0,2163.0
0.03,8,8,0.14,19207.203862,21850.658858,2693.0,2049.0
0.03,8,8,0.14,22044.984076,23971.759259,2512.0,2160.0
0.03,8,8,0.14,21562.70872,24226.129483,2695.0,2147.0
0.03,8,8,0.16,21746.634824,24072.694112,2303.0,1919.0
0.03,8,8,0.16,20312.144598,22713.19797,2462.0,1970.0
0.03,8,8,0.16,21624.566875,24152.006832,2886.0,2342.0
0.03,8,8,0.16,21273.085183,23921.973094,2794.0,2230.0
0.03,8,8,0.16,21880.21316,23789.742213,2158.0,1862.0
0.03,8,8,0.16,19558.339298,22358.968177,2794.0,2074.0
0.03,8,8,0.16,20314.191534,22953.695459,2882.0,2246.0
0.03,8,8,0.16,21748.060584,24207.294971,2707.0,2207.0
0.03,8,8,0.16,22366.031617,24785.257985,2467.0,2035.0
0.03,8,8,0.16,19024.582701,22047.739755,3295.0,2367.0
0.03,8,8,0.18,19827.850163,22417.788057,3070.0,2378.0
0.03,8,8,0.18,20437.478589,23333.785617,2919.0,2211.0
0.03,8,8,0.18,21850.151172,23797.165633,2646.0,2258.0
0.03,8,8,0.18,21570.890165,23960.822511,2786.0,2310.0
0.03,8,8,0.18,21723.344371,24463.602329,3020.0,2404.0
0.03,8,8,0.18,22451.452282,24727.093596,2410.0,2030.0
0.03,8,8,0.18,21311.551277,23746.231156,2701.0,2189.0
0.03,8,8,0.18,21012.510089,23120.731707,2478.0,2050.0
0.03,8,8,0.18,21837.675765,23738.322212,2418.0,2098.0
0.03,8,8,0.18,22954.935622,25043.382757,2097.0,1821.0
0.03,8,8,0.2,22002.305033,24173.57631,2603.0,2195.0
0.03,8,8,0.2,21716.870301,23774.563319,2128.0,1832.0
0.03,8,8,0.2,15952.239229,17820.590615,3528.0,2472.0
0.03,8,8,0.2,22398.628614,24764.537445,2698.0,2270.0
0.03,8,8,0.2,19998.308906,22706.356968,2661.0,2045.0
0.03,8,8,0.2,20446.658299,23503.362757,3187.0,2379.0
0.03,8,8,0.2,21036.546041,23388.131868,2791.0,2275.0
0.03,8,8,0.2,20709.899966,23242.496738,2899.0,2299.0
0.03,8,8,0.2,20359.060403,23027.358105,3129.0,2449.0
0.03,8,8,0.2,19810.530086,22195.945946,2792.0,2220.0
0.03,8,8,0.22,20960.0,23102.43309,2475.0,2055.0
0.03,8,8,0.22,21826.241135,23718.80109,2115.0,1835.0
0.03,8,8,0.22,19441.881366,22109.960159,3338.0,2510.0
0.03,8,8,0.22,21379.044988,24180.099502,2534.0,2010.0
0.03,8,8,0.22,14963.880289,16474.754558,2907.0,2139.0
0.03,8,8,0.22,21236.271676,23705.935252,2768.0,2224.0
0.03,8,8,0.22,19668.090062,21482.911985,2576.0,2136.0
0.03,8,8,0.22,21957.765668,24692.009685,2569.0,2065.0
0.03,8,8,0.22,20240.15625,23165.702479,3200.0,2420.0
0.03,8,8,0.22,21975.220805,23750.83426,2038.0,1798.0
0.03,8,8,0.24,20617.63535,23059.405941,2512.0,2020.0
0.03,8,8,0.24,21174.068768,23843.638526,2094.0,1682.0
0.03,8,8,0.24,21721.198157,23542.715038,1953.0,1709.0
0.03,8,8,0.24,22670.303605,24677.015251,2108.0,1836.0
0.03,8,8,0.24,21243.906942,23658.967391,2708.0,2208.0
0.03,8,8,0.24,20043.739837,22741.570636,3075.0,2343.0
0.03,8,8,0.24,21699.542159,24018.273184,2621.0,2189.0
0.03,8,8,0.24,22335.767947,24759.730539,2396.0,2004.0
0.03,8,8,0.24,19776.11352,22212.098765,2537.0,2025.0
0.03,8,8,0.24,20957.749011,23583.967756,2781.0,2233.0
0.03,8,8,0.26,21977.988615,24462.988506,2635.0,2175.0
0.03,8,8,0.26,23031.465848,25084.594835,2606.0,2246.0
0.03,8,8,0.26,26931.095406,28949.311024,2264.0,2032.0
0.03,8,8,0.26,21055.054152,23809.325946,2770.0,2166.0
0.03,8,8,0.26,21191.879867,23568.480726,2697.0,2205.0
0.03,8,8,0.26,21645.765176,24226.217061,2751.0,2239.0
0.03,8,8,0.26,20401.892974,23049.559981,2747.0,2159.0
0.03,8,8,0.26,20348.518935,22871.151113,2667.0,2111.0
0.03,8,8,0.26,22397.042716,25189.268074,2739.0,2227.0
0.03,8,8,0.26,21875.051293,24403.950617,2437.0,2025.0
0.03,8,8,0.28,22093.023256,24675.371224,2365.0,1953.0
0.03,8,8,0.28,21336.964981,23847.659981,2570.0,2094.0
0.03,8,8,0.28,21841.69279,23614.149822,1914.0,1682.0
0.03,8,8,0.28,19639.334522,22545.012165,3366.0,2466.0
0.03,8,8,0.28,19291.320253,21724.662897,3007.0,2299.0
0.03,8,8,0.28,22721.048926,25689.624724,2841.0,2265.0
0.03,8,8,0.28,22846.526656,25144.303202,2476.0,2124.0
0.03,8,8,0.28,22054.07279,24665.245203,2885.0,2345.0
0.03,8,8,0.28,21690.0,24433.349146,2600.0,2108.0
0.03,8,8,0.28,21076.250437,23814.077025,2859.0,2259.0
0.03,8,8,0.3,20553.170144,23064.378758,2492.0,1996.0
0.03,8,8,0.3,25018.48249,27208.055556,2056.0,1800.0
0.03,8,8,0.3,21067.474674,23656.02518,2764.0,2224.0
0.03,8,8,0.3,23358.583691,25868.048534,2330.0,1978.0
0.03,8,8,0.3,23767.943637,26015.8244,2271.0,1959.0
0.03,8,8,0.3,21656.703219,24511.086475,2827.0,2255.0
0.03,8,8,0.3,21388.68136,24183.434722,2677.0,2137.0
0.03,8,8,0.3,20623.509687,23211.739544,2684.0,2104.0
0.03,8,8,0.3,21222.409436,23695.109261,2374.0,1922.0
0.03,8,8,0.3,20025.730753,22397.409853,2429.0,1969.0
0.03,8,8,0.32,23166.309932,24938.223938,2336.0,2072.0
0.03,8,8,0.32,21001.120657,23417.085427,2677.0,2189.0
0.03,8,8,0.32,19771.957672,22450.440019,2835.0,2159.0
0.03,8,8,0.32,23240.270381,25990.084284,2441.0,2017.0
0.03,8,8,0.32,22452.924098,24864.31043,2411.0,2023.0
0.03,8,8,0.32,22852.042764,25782.577566,2619.0,2095.0
0.03,8,8,0.32,20676.637168,23431.643278,2825.0,2209.0
0.03,8,8,0.32,22545.889517,24180.184556,2299.0,2059.0
0.03,8,8,0.32,22125.927644,23853.340292,2156.0,1916.0
0.03,8,8,0.32,20963.457484,23463.847502,2846.0,2282.0
0.03,8,8,0.34,22059.450669,25169.902913,2767.0,2163.0
0.03,8,8,0.34,23376.229158,25710.776942,2339.0,1995.0
0.03,8,8,0.34,20159.805825,22782.748393,2575.0,2023.0
0.03,8,8,0.34,20824.304267,23798.500242,2695.0,2067.0
0.03,8,8,0.34,19824.634309,22617.763158,3008.0,2280.0
0.03,8,8,0.34,21597.639485,23761.375126,2330.0,1978.0
0.03,8,8,0.34,19991.601344,22381.733021,2679.0,2135.0
0.03,8,8,0.34,20804.367201,23832.939322,3366.0,2538.0
0.03,8,8,0.34,22945.945946,25690.956072,2331.0,1935.0
0.03,8,8,0.34,21424.205379,23885.010707,2863.0,2335.0
0.03,8,8,0.36,21346.346034,24154.8583,3202.0,2470.0
0.03,8,8,0.36,24121.487603,26257.590133,2420.0,2108.0
0.03,8,8,0.36,22719.9524,24991.375291,2521.0,2145.0
0.03,8,8,0.36,20664.88604,23438.640511,2808.0,2192.0
0.03,8,8,0.36,21424.39737,23924.439462,2738.0,2230.0
0.03,8,8,0.36,22612.011439,24742.024202,2098.0,1818.0
0.03,8,8,0.36,22243.851684,24800.137678,2643.0,2179.0
0.03,8,8,0.36,17395.604396,19539.093736,3003.0,2251.0
0.03,8,8,0.36,21478.226756,24460.01999,2549.0,2001.0
0.03,8,8,0.36,22520.840225,25517.745303,3023.0,2395.0
0.03,8,8,0.38,21542.825769,24117.383513,2732.0,2232.0
0.03,8,8,0.38,22046.780505,24816.836058,2811.0,2263.0
0.03,8,8,0.38,16477.473684,17816.202532,2375.0,1975.0
0.03,8,8,0.38,23366.58749,25809.512652,2526.0,2134.0
0.03,8,8,0.38,20947.119179,23270.413064,2534.0,2082.0
0.03,8,8,0.38,23119.347826,25733.002092,2300.0,1912.0
0.03,8,8,0.38,22577.962177,25169.223617,2591.0,2151.0
0.03,8,8,0.38,22478.056426,24476.978789,2233.0,1933.0
0.03,8,8,0.38,21327.603143,24123.025769,3054.0,2406.0
0.03,8,8,0.38,21462.278107,24052.919708,2704.0,2192.0
0.03,8,8,0.4,22510.873943,25216.414265,2483.0,2047.0
0.03,8,8,0.4,20154.107474,23418.297872,3238.0,2350.0
0.03,8,8,0.4,21995.697074,24730.703625,2905.0,2345.0
0.03,8,8,0.4,22064.031438,24531.546622,2163.0,1791.0
0.03,8,8,0.4,19990.312712,22973.887375,2942.0,2202.0
0.03,8,8,0.4,22410.836763,25287.820513,2916.0,2340.0
0.03,8,8,0.4,21324.433249,23368.63663,1985.0,1709.0
0.03,8,8,0.4,22204.396325,25225.625,3048.0,2400.0
0.03,8,8,0.4,22738.127544,25623.096447,2948.0,2364.0
0.03,8,8,0.4,22561.845677,25071.594607,2579.0,2151.0
0.06,4,4,0.02,10172.596154,9505.217391,1040.0,575.0
0.06,4,4,0.02,9990.09009,9505.192878,1110.0,674.0
0.06,4,4,0.02,10589.376054,10140.794224,593.0,277.0
0.06,4,4,0.02,10524.366472,9824.175824,1026.0,546.0
0.06,4,4,0.02,10539.817975,9710.290828,879.0,447.0
0.06,4,4,0.02,10403.669725,9733.40708,872.0,452.0
0.06,4,4,0.02,10200.0,9611.220472,880.0,508.0
0.06,4,4,0.02,10079.408543,9585.412668,913.0,521.0
0.06,4,4,0.02,9847.287736,9483.527132,848.0,516.0
0.06,4,4,0.02,10172.018349,9650.210084,872.0,476.0
0.06,4,4,0.04,10034.872762,9510.450161,1061.0,622.0
0.06,4,4,0.04,10000.0,9454.898911,1133.0,643.0
0.06,4,4,0.04,9829.002079,9457.612457,962.0,578.0
0.06,4,4,0.04,9940.78319,9474.631751,1047.0,611.0
0.06,4,4,0.04,9816.190476,9249.180328,1050.0,610.0
0.06,4,4,0.04,9924.141221,9313.953488,1048.0,602.0
0.06,4,4,0.04,10123.703704,9465.039578,1350.0,758.0
0.06,4,4,0.04,10064.814815,9568.447412,1026.0,599.0
0.06,4,4,0.04,10200.089928,9547.697368,1112.0,608.0
0.06,4,4,0.04,10107.647548,9442.166911,1203.0,683.0
0.06,4,4,0.06,10089.345638,9362.35119,1192.0,672.0
0.06,4,4,0.06,9992.349235,9302.816901,1111.0,639.0
0.06,4,4,0.06,9979.264844,9360.134003,1061.0,597.0
0.06,4,4,0.06,9648.66582,9247.474747,787.0,495.0
0.06,4,4,0.06,10176.0812,9528.985507,1133.0,621.0
0.06,4,4,0.06,8725.635593,9107.894737,472.0,380.0
0.06,4,4,0.06,10199.321459,9470.633694,1179.0,647.0
0.06,4,4,0.06,9973.684211,9287.066246,1083.0,634.0
0.06,4,4,0.06,10050.662879,9493.517018,1056.0,617.0
0.06,4,4,0.06,9829.0,9358.221477,1000.0,596.0
0.06,4,4,0.08,8992.320819,9100.478469,586.0,418.0
